Year,Rank,Name,NOC,Class
1986,1,Marko Cerne,YUG,K1 - Men
1986,2,Ian Wiley,IRL,K1 - Men
1986,3,Tomaz Stokelj,YUG,K1 - Men
1986,4,Andrej Breznik,YUG,K1 - Men
1986,5,Fabrice Olive,FRA,K1 - Men
1986,6,Udo Wällnitz,FRG,K1 - Men
1986,7,Manuel Köhler,AUT,K1 - Men
1986,8,Gair Outhwaite,GBR,K1 - Men
1986,9,Stefan Götz,SUI,K1 - Men
1986,10,Frederic Alapetite,FRA,K1 - Men
1986,11,Sylvain Curinier,FRA,K1 - Men
1986,12,Dusan Muehl,TCH,K1 - Men
1986,13,Emilio Herran,ESP,K1 - Men
1986,14,Xavier Quirin,BEL,K1 - Men
1986,15,Thomas Hilger,FRG,K1 - Men
1986,16,Bernard Goire,BEL,K1 - Men
1986,17,Rory Mcgann,IRL,K1 - Men
1986,18,Alberto Roviera,ITA,K1 - Men
1986,19,Oscar Moro,ITA,K1 - Men
1986,20,David Crosbee,GBR,K1 - Men
1986,21,Manfred Rass,AUT,K1 - Men
1986,22,Jesper Eliason,SWE,K1 - Men
1986,23,George Spittal,GBR,K1 - Men
1986,24,Roger Weist,FRG,K1 - Men
1986,25,Simon Connell,AUS,K1 - Men
1986,26,Alaster Mac Cormick,NZL,K1 - Men
1986,27,Robert Paul,NZL,K1 - Men
1986,28,Fleming Schmidt,NOR,K1 - Men
1986,29,Jiri Ellinger,TCH,K1 - Men
1986,30,Tomas Abraham,TCH,K1 - Men
1986,31,Pistoni Marcello,ITA,K1 - Men
1986,32,Anders Carlsson,SWE,K1 - Men
1986,33,Thomas Brunold,SUI,K1 - Men
1986,34,Adrian Fogg,NZL,K1 - Men
1986,35,Vincent Van Leeuwen,NED,K1 - Men
1986,36,Stefan Cotting,SUI,K1 - Men
1986,37,Joe Mikulsky,USA,K1 - Men
1986,38,Reinhard Kramml,AUT,K1 - Men
1986,39,Jason Carleton,CAN,K1 - Men
1986,40,Eric Martin,USA,K1 - Men
1986,41,Mark Mathews,USA,K1 - Men
1986,42,Cristian Wathieu,BEL,K1 - Men
1986,43,Fintan O'Brien,IRL,K1 - Men
1986,44,Jakob Schneider,SWE,K1 - Men
1986,45,Petri Leukkunen,FIN,K1 - Men
1986,46,Matthew Gilmore,AUS,K1 - Men
1986,47,Marko Leukkunen,FIN,K1 - Men
1986,48,Sander Van Kuyl,NED,K1 - Men
1986,49,Colin Seaman,CAN,K1 - Men
1986,50,Piotr Jandura,POL,K1 - Men
1986,51,Jeremy Dickman,CAN,K1 - Men
1986,52,Timo Tervo,FIN,K1 - Men
1986,53,Matthew Pallister,AUS,K1 - Men
1988,1,Scott Shipley,USA,K1 - Men
1988,2,Claudio Roviera,ITA,K1 - Men
1988,3,Andraz Vehovar,YUG,K1 - Men
1988,4,Roger Weist,FRG,K1 - Men
1988,5,Alessandro Ciaglia,ITA,K1 - Men
1988,6,Brad Nelson,USA,K1 - Men
1988,7,Gregor Becke,AUT,K1 - Men
1988,8,Miroslav Stanovsky,TCH,K1 - Men
1988,9,Michele Giacoppo,ITA,K1 - Men
1988,10,Ales Jug,YUG,K1 - Men
1988,11,Cristian Wathieu,BEL,K1 - Men
1988,12,Carsten Nillies,FRG,K1 - Men
1988,13,Norbert Pfannhauser,AUT,K1 - Men
1988,14,Kim Gaster,GBR,K1 - Men
1988,15,Richard Macquire,AUS,K1 - Men
1988,16,Sébastien Durst,FRA,K1 - Men
1988,17,Thomas Monier,FRA,K1 - Men
1988,18,Fedja Marusic,YUG,K1 - Men
1988,19,Sander Van Kuyl,NED,K1 - Men
1988,20,Olivier Tanton,FRA,K1 - Men
1988,21,Jörg Gregor,FRG,K1 - Men
1988,22,Jirí Prskavec,TCH,K1 - Men
1988,23,Matthew Stephens,GBR,K1 - Men
1988,24,Xavier Etxaniz Pena,ESP,K1 - Men
1988,25,Joakim Söderin,SWE,K1 - Men
1988,26,Joris Klinkenbijl,NED,K1 - Men
1988,27,Kaine Pinder,AUS,K1 - Men
1988,28,Alexandr Adamek,TCH,K1 - Men
1988,29,Günter Martinsich,AUT,K1 - Men
1988,30,Michael Van De Boogard,NED,K1 - Men
1988,31,Max-Andre Frey,SUI,K1 - Men
1988,32,Lars Argelius,SWE,K1 - Men
1988,33,Jörg Wanner,SUI,K1 - Men
1988,34,Mika Brännare,FIN,K1 - Men
1988,35,Aaran Merrill,AUS,K1 - Men
1988,36,Warren Cheetham,NZL,K1 - Men
1988,37,Jean-Luc Fink,SUI,K1 - Men
1988,38,Thomas Pellden,SWE,K1 - Men
1988,39,Fabian Goire,BEL,K1 - Men
1988,40,Owen Hughes,NZL,K1 - Men
1988,41,David Watson,USA,K1 - Men
1988,42,Inaki Urtizberea,ESP,K1 - Men
1988,43,Tadeusz Udziela,POL,K1 - Men
1988,44,Toni Fohlin,FIN,K1 - Men
1988,45,Michael Green,GBR,K1 - Men
1988,46,Alfred Redmond,IRL,K1 - Men
1988,47,Alfred Perez,ESP,K1 - Men
1988,48,Vaughan Crocker,NZL,K1 - Men
1988,49,John Miller,IRL,K1 - Men
1988,50,Marko Leukkunen,FIN,K1 - Men
1988,51,Jonathan Woods,IRL,K1 - Men
1988,52,Thierry Hulpiau,BEL,K1 - Men
1990,1,Alexandr Adamek,TCH,K1 - Men
1990,2,Peter Buckley,GBR,K1 - Men
1990,3,Jirí Prskavec,TCH,K1 - Men
1990,4,Andraz Vehovar,YUG,K1 - Men
1990,5,Oliver Fix,FRG,K1 - Men
1990,6,Paul Ratcliffe,GBR,K1 - Men
1990,7,Eric Giddens,USA,K1 - Men
1990,8,Miha Stricelj,YUG,K1 - Men
1990,9,Lutz Jogwer,FRG,K1 - Men
1990,10,Enrico Lazzarotto,ITA,K1 - Men
1990,11,Stefan Senoner,ITA,K1 - Men
1990,12,Günter Martinsich,AUT,K1 - Men
1990,13,Ludovic Boulesteix,FRA,K1 - Men
1990,14,Brian Frei,CAN,K1 - Men
1990,15,Jure Pelegrini,YUG,K1 - Men
1990,16,Ondrej Raab,TCH,K1 - Men
1990,17,Mark Haverkamp,FRG,K1 - Men
1990,18,Peter Francis,GBR,K1 - Men
1990,19,Gregor Becke,AUT,K1 - Men
1990,20,Richard Macquire,AUS,K1 - Men
1990,21,Per-Rune Andersson,SWE,K1 - Men
1990,22,Haritz Galarraga,ESP,K1 - Men
1990,23,Helmut Oblinger,AUT,K1 - Men
1990,24,Laurent Le Touze,FRA,K1 - Men
1990,25,Josep Coromines,ESP,K1 - Men
1990,26,Olivier Leblais,FRA,K1 - Men
1990,27,Espen Bierud,NOR,K1 - Men
1990,28,Frederic Deschenes,CAN,K1 - Men
1990,29,Brian Cork,AUS,K1 - Men
1990,30,Christophe Putzeys,BEL,K1 - Men
1990,31,Ingo Franke,FRG,K1 - Men
1990,32,Eduardo Etxeberria,ESP,K1 - Men
1990,33,Mathias Röthenmund,SUI,K1 - Men
1990,34,Carlos Vidal,SUI,K1 - Men
1990,35,Bastiano Di Gioia,ITA,K1 - Men
1990,36,David Watson,USA,K1 - Men
1990,37,Anssi Kvick,FIN,K1 - Men
1990,38,Joost Van Kuyl,NED,K1 - Men
1990,39,Pawel Mysliwiec,POL,K1 - Men
1990,40,Abel Davoine,SUI,K1 - Men
1990,41,Pascal Hageman,NED,K1 - Men
1990,42,Pawel Musial,POL,K1 - Men
1990,43,Norman Thomas,NZL,K1 - Men
1990,44,Brian Fitzgerald,NZL,K1 - Men
1990,45,Jarrod Pinder,AUS,K1 - Men
1990,46,Tero Kuru,FIN,K1 - Men
1990,47,Jerzy Sandera,POL,K1 - Men
1990,48,David Adler,USA,K1 - Men
1990,49,Maarten Holdrinet,NED,K1 - Men
1990,50,Brian Plunkett,NZL,K1 - Men
1990,51,Alain Cote,CAN,K1 - Men
1990,52,Glenn Westberg,NOR,K1 - Men
1990,53,Vincent Jonet,BEL,K1 - Men
1990,54,Petteri Perälä,FIN,K1 - Men
1990,55,Andreas Karlsson,SWE,K1 - Men
1990,56,Koen Behets,BEL,K1 - Men
1990,57,Baard Larsen,NOR,K1 - Men
1990,58,Henrik Lagerström,SWE,K1 - Men
1990,59,Juan Pablo Maricich Garcia,ARG,K1 - Men
1992,1,James Croft,GBR,K1 - Men
1992,2,Dejan Kralj,SLO,K1 - Men
1992,3,Gustavo Selbach,BRA,K1 - Men
1992,4,Leo Hoare,GBR,K1 - Men
1992,5,Dirk Hansen,GER,K1 - Men
1992,6,Vojtech Bares,TCH,K1 - Men
1992,7,Matteo Pontarollo,ITA,K1 - Men
1992,8,Miha Stricelj,SLO,K1 - Men
1992,9,Alessandro Forlin,ITA,K1 - Men
1992,10,Brent Wiesel,USA,K1 - Men
1992,11,Espen Bierud,NOR,K1 - Men
1992,12,Mathias Röthenmund,SUI,K1 - Men
1992,13,Marc Gacond,SUI,K1 - Men
1992,14,Anssi Kvick,FIN,K1 - Men
1992,15,Pavel Novotny,TCH,K1 - Men
1992,16,Keith O'Toole,IRL,K1 - Men
1992,17,Marcis Laidins,LAT,K1 - Men
1992,18,Uros Kodelja,SLO,K1 - Men
1992,19,Richard Barber,GBR,K1 - Men
1992,20,Benjamin Altfeld,GER,K1 - Men
1992,21,Marek Kysel,TCH,K1 - Men
1992,22,Yann Le Pennec,FRA,K1 - Men
1992,23,Igor Durevic,CRO,K1 - Men
1992,24,Jean-Yves Cheutin,FRA,K1 - Men
1992,25,William Gheno,ITA,K1 - Men
1992,26,Ulf Schaberg,GER,K1 - Men
1992,27,Damon Borgfeldt,NZL,K1 - Men
1992,28,Eric Mailleux,BEL,K1 - Men
1992,29,Mats Andersson,SWE,K1 - Men
1992,30,Michal Bielecki,POL,K1 - Men
1992,31,Pascal Hageman,NED,K1 - Men
1992,32,John Eric Southwick,USA,K1 - Men
1992,33,Marlon Almiro Grings,BRA,K1 - Men
1992,34,Antti Svensk,FIN,K1 - Men
1992,35,Marc Illing,CAN,K1 - Men
1992,36,Aaron Martini,AUS,K1 - Men
1992,37,Per Christian Pedersen,NOR,K1 - Men
1992,38,Philippe Closon,BEL,K1 - Men
1992,39,Thierry Cadene,FRA,K1 - Men
1992,40,John Robarts,CAN,K1 - Men
1992,41,Chris James,AUS,K1 - Men
1992,42,Andrej Glucks,CRO,K1 - Men
1992,43,Gustav Sallander,SWE,K1 - Men
1992,44,Aldis Klavins,LAT,K1 - Men
1992,45,Martin Girard,CAN,K1 - Men
1992,46,Dahn Albertsson,SWE,K1 - Men
1992,47,Dean Benedetti,AUS,K1 - Men
1992,48,John Trujillo,USA,K1 - Men
1992,49,Andreas Nagel,SUI,K1 - Men
1992,50,Jarno Orujoe,EST,K1 - Men
1992,51,Nial Gafney,RSA,K1 - Men
1992,52,Luciano Christofoleti,BRA,K1 - Men
1994,1,Pavol Hric,SVK,K1 - Men
1994,2,Ralf Schaberg,GER,K1 - Men
1994,3,Dejan Kralj,SLO,K1 - Men
1994,4,Christoph Erber,GER,K1 - Men
1994,5,David Mruzek,CZE,K1 - Men
1994,6,Igor Durevic,CRO,K1 - Men
1994,7,Guido Koopmans,NED,K1 - Men
1994,8,Niclas Widmark,SWE,K1 - Men
1994,9,Neil Buckley,GBR,K1 - Men
1994,10,Jean Michel Processe,FRA,K1 - Men
1994,11,Joshua Russell,USA,K1 - Men
1994,12,Per Holmberg,SWE,K1 - Men
1994,13,Ales Kuder,SLO,K1 - Men
1994,14,Andrej Glucks,CRO,K1 - Men
1994,15,Paavo Tauriainen,FIN,K1 - Men
1994,16,Robert Vajs,SVK,K1 - Men
1994,17,Rene Stam,NED,K1 - Men
1994,18,Floris Braat,NED,K1 - Men
1994,19,Rok Kodelja,SLO,K1 - Men
1994,20,Olivier Quellet,SUI,K1 - Men
1994,21,Igor Georgijevski,MKD,K1 - Men
1994,22,Piers Christiansen,AUS,K1 - Men
1994,23,Manex Sayalero Alvaro,ESP,K1 - Men
1994,24,Per Christian Pedersen,NOR,K1 - Men
1994,25,Ludek Kyrian,CZE,K1 - Men
1994,26,Oldrich Kovar,SVK,K1 - Men
1994,27,Scott Parsons,USA,K1 - Men
1994,28,Steven Flower,GBR,K1 - Men
1994,29,Christophe Piovesan,FRA,K1 - Men
1994,30,Kyle Elliott,USA,K1 - Men
1994,31,Mikko Suvanto,FIN,K1 - Men
1994,32,Thomas Schmidt,GER,K1 - Men
1994,33,Leszek Bieryt,POL,K1 - Men
1994,34,Anatoli Kassimov,RUS,K1 - Men
1994,35,Marlon Almiro Grings,BRA,K1 - Men
1994,36,Sanz Becerra David,ESP,K1 - Men
1994,37,Philippe Closon,BEL,K1 - Men
1994,38,Olivier Octobre,FRA,K1 - Men
1994,39,Yves Schepperle,SUI,K1 - Men
1994,40,Christian A. Krummenauer,BRA,K1 - Men
1994,41,Mats-Erik Skogfeldt,SWE,K1 - Men
1994,42,Luca Moro,ITA,K1 - Men
1994,43,Ivan Pisvejc,CZE,K1 - Men
1994,44,Marcel Hämmann,SUI,K1 - Men
1994,45,John Wilkie,AUS,K1 - Men
1994,46,Martin Parker,GBR,K1 - Men
1994,47,Luca Negrello,ITA,K1 - Men
1994,48,Jouni Perala,FIN,K1 - Men
1994,49,Dean Kamcev,MKD,K1 - Men
1994,50,Michael Walker,NZL,K1 - Men
1994,51,Anthony Kelso,CAN,K1 - Men
1994,52,Mathieu Tremblay,CAN,K1 - Men
1994,53,Lionel Jonet,BEL,K1 - Men
1994,54,Hamish Norton,NZL,K1 - Men
1994,55,Mike Mcallister,CAN,K1 - Men
1994,56,Stephane Gaspard,BEL,K1 - Men
1994,57,Warwick Draper,AUS,K1 - Men
1994,58,Denis Terezani,BRA,K1 - Men
1994,59,Alex Ian Olguin Henriquez,CHI,K1 - Men
1996,1,Sam Oud,NED,K1 - Men
1996,2,Floris Braat,NED,K1 - Men
1996,3,Ivan Pisvejc,CZE,K1 - Men
1996,4,Fabian Bär,GER,K1 - Men
1996,5,Tomas Kobes,CZE,K1 - Men
1996,6,Peter Cibak,SVK,K1 - Men
1996,7,Timothy Baillie,GBR,K1 - Men
1996,8,Claus Suchanek,GER,K1 - Men
1996,9,Scott Parsons,USA,K1 - Men
1996,10,Mike Kurt,SUI,K1 - Men
1996,11,Carles Juanmarti,ESP,K1 - Men
1996,12,Christoph Erber,GER,K1 - Men
1996,13,Stanislav Jivodrov,RUS,K1 - Men
1996,14,Jan Kratochvil,CZE,K1 - Men
1996,15,Joshua Russell,USA,K1 - Men
1996,16,Pavel Ostrovsky,SVK,K1 - Men
1996,17,Giorgio Quaranta,ITA,K1 - Men
1996,18,Tomas Turcek,SVK,K1 - Men
1996,19,Miha Terdic,SLO,K1 - Men
1996,20,Daniel Cook,GBR,K1 - Men
1996,21,Bertrand Deslux,FRA,K1 - Men
1996,22,Janusz Zebracki,POL,K1 - Men
1996,23,James Hounslow,GBR,K1 - Men
1996,24,Julien Dekarczyk,FRA,K1 - Men
1996,25,Vladimir Chubarov,RUS,K1 - Men
